glottocode	genus	confidence
yupu1235	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
tyan1235	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
arit1239	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
guda1244	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
atam1239	Northern Pama-Nyungan	initial
angg1238	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
yadh1237	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
wuth1237	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
alng1239	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
leni1238	Northern Pama-Nyungan	initial
mbiy1238	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
mpal1237	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
ngko1236	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
yinw1236	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
gugu1254	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
koko1272	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
yiry1245	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
kuuk1243	Northern Pama-Nyungan	common ancestor (kunj1245, kuuk1238)
thay1249	Northern Pama-Nyungan	initial
baya1257	Northern Pama-Nyungan	sibling of dhar1248
dhar1248	Northern Pama-Nyungan	initial
badi1246	Western Pama-Nyungan	initial
malg1242	Western Pama-Nyungan	common ancestor (badi1246, waja1257)
waja1257	Western Pama-Nyungan	initial
nhan1238	Western Pama-Nyungan	initial
kala1379	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
kala1401	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
ngad1258	Western Pama-Nyungan	initial
nyun1247	Western Pama-Nyungan	initial
bayu1240	Western Pama-Nyungan	initial
pini1244	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
burd1238	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
dhal1245	Western Pama-Nyungan	initial
djiw1241	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
thii1234	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
dhar1247	Western Pama-Nyungan	initial
wari1262	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
mart1255	Western Pama-Nyungan	initial
kari1304	Western Pama-Nyungan	initial
ngar1287	Western Pama-Nyungan	initial
nija1241	Western Pama-Nyungan	initial
pany1241	Western Pama-Nyungan	initial
yinh1234	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
tjur1240	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
kurr1243	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
yind1247	Western Pama-Nyungan	initial
nhuw1239	Western Pama-Nyungan	common ancestor (badi1246, ngad1258)
ngar1296	Western Pama-Nyungan	initial
nyam1271	Western Pama-Nyungan	initial
ying1247	Western Pama-Nyungan	initial
lowe1444	Southeastern Pama-Nyungan	common ancestor (band1339, cond1242)
twee1234	Southeastern Pama-Nyungan	common ancestor (band1339, cond1242)
cond1242	Southeastern Pama-Nyungan	initial
midd1357	Southeastern Pama-Nyungan	common ancestor (band1339, cond1242)
guwa1244	Southeastern Pama-Nyungan	common ancestor (band1339, cond1242)
pimp1234	Southeastern Pama-Nyungan	common ancestor (band1339, cond1242)
barr1252	Southeastern Pama-Nyungan	common ancestor (band1339, muru1266)
muru1266	Southeastern Pama-Nyungan	initial
awab1243	Southeastern Pama-Nyungan	common ancestor (band1339, muru1266)
wori1245	Southeastern Pama-Nyungan	common ancestor (band1339, muru1266)
hawk1239	Southeastern Pama-Nyungan	common ancestor (band1339, muru1266)
sydn1236	Southeastern Pama-Nyungan	common ancestor (band1339, muru1266)
nort2760	Southeastern Pama-Nyungan	common ancestor (band1339, muru1266)
dhur1239	Southeastern Pama-Nyungan	initial
thur1254	Southeastern Pama-Nyungan	initial
sout2770	Southeastern Pama-Nyungan	common ancestor (band1339, muru1266)
sout2771	Southeastern Pama-Nyungan	common ancestor (band1339, muru1266)
kumb1268	Southeastern Pama-Nyungan	initial
yayg1236	Southeastern Pama-Nyungan	initial
gure1255	Southeastern Pama-Nyungan	initial
kabi1260	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
waka1274	Southeastern Pama-Nyungan	initial
wuli1242	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
dhud1236	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
pall1243	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
yort1237	Southeastern Pama-Nyungan	initial
cola1237	Southeastern Pama-Nyungan	initial
wath1238	Southeastern Pama-Nyungan	initial
west2443	Southeastern Pama-Nyungan	initial
woiw1237	Southeastern Pama-Nyungan	initial
bung1264	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
warr1257	Southeastern Pama-Nyungan	initial
lowe1402	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
uppe1415	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
lowe1403	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
narr1259	Southeastern Pama-Nyungan	initial
nort2756	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
gami1243	Southeastern Pama-Nyungan	initial
wang1291	Southeastern Pama-Nyungan	initial
wira1262	Southeastern Pama-Nyungan	common ancestor (band1339, kumb1268)
gugu1256		
warr1255	Northern Pama-Nyungan	initial
darl1243	Central Pama-Nyungan	initial
yarl1236	Central Pama-Nyungan	sibling of darl1243
gugu1255	Northern Pama-Nyungan	initial
djan1238	Northern Pama-Nyungan	common ancestor (gugu1255, kuku1273)
kuku1273	Northern Pama-Nyungan	initial
mulu1243	Northern Pama-Nyungan	common ancestor (gugu1255, kuku1273)
dyaa1242	Northern Pama-Nyungan	initial
yidi1250	Northern Pama-Nyungan	initial
rita1239	Western Pama-Nyungan	initial
dayi1244	Western Pama-Nyungan	common ancestor (rita1239, dhan1270)
dhan1270	Western Pama-Nyungan	initial
djam1256	Western Pama-Nyungan	initial
gupa1247	Western Pama-Nyungan	initial
dhuw1249	Western Pama-Nyungan	initial
guma1253	Western Pama-Nyungan	initial
djin1252	Western Pama-Nyungan	common ancestor (rita1239, djin1253)
djin1253	Western Pama-Nyungan	initial
yann1237	Western Pama-Nyungan	common ancestor (rita1239, djin1253)
pank1250	isolate	
cash1251	Panoan	initial
kaxa1239	Panoan	common ancestor (cash1251, chac1251)
chac1251	Panoan	initial
kari1312	Panoan	initial
paca1246	Panoan	common ancestor (cash1251, chac1251)
chir1294	Panoan	common ancestor (cash1251, chac1251)
cash1253	Panoan	common ancestor (cash1251, chac1251)
pano1255	Panoan	common ancestor (cash1251, chac1251)
sens1242	Panoan	common ancestor (cash1251, chac1251)
capa1241	Panoan	initial
ship1254	Panoan	initial
amah1246	Panoan	initial
cash1254	Panoan	initial
remo1248	Panoan	common ancestor (cash1251, chac1251)
shan1283	Panoan	common ancestor (cash1251, chac1251)
shar1245	Panoan	initial
yami1256	Panoan	initial
yawa1260	Panoan	common ancestor (cash1251, chac1251)
yora1241	Panoan	common ancestor (cash1251, chac1251)
araz1236	Panoan	common ancestor (cash1251, chac1251)
atsa1242	Panoan	common ancestor (cash1251, chac1251)
maru1252	Panoan	common ancestor (cash1251, chac1251)
pano1254	Panoan	common ancestor (cash1251, chac1251)
isco1239	Panoan	common ancestor (cash1251, chac1251)
nawa1239	Panoan	common ancestor (cash1251, chac1251)
nuku1263	Panoan	common ancestor (cash1251, chac1251)
poya1241	Panoan	common ancestor (cash1251, chac1251)
remo1249	Panoan	common ancestor (cash1251, chac1251)
remo1250	Panoan	common ancestor (cash1251, chac1251)
tuxi1238	Panoan	common ancestor (cash1251, chac1251)
mati1255	Panoan	initial
mayo1270	Panoan	common ancestor (cash1251, mati1255)
mayo1271	Panoan	common ancestor (cash1251, mati1255)
demu1235	Panoan	common ancestor (cash1251, mati1255)
koru1247	Panoan	common ancestor (cash1251, mati1255)
kuli1255	Panoan	common ancestor (cash1251, mati1255)
mats1244	Panoan	initial
mayo1272	Panoan	common ancestor (cash1251, mati1255)
cavi1250	Tacanan	initial
esee1248	Tacanan	initial
arao1248	Tacanan	initial
toro1255	Tacanan	common ancestor (cavi1250, esee1248)
reye1240	Tacanan	common ancestor (cavi1250, esee1248)
taca1256	Tacanan	initial
mabe1235	Tacanan	common ancestor (cavi1250, esee1248)
papi1255	isolate	
emum1240	Eastern Pauwasi	sibling of kark1258
kark1258	Eastern Pauwasi	initial
yafi1240	Eastern Pauwasi	sibling of kark1258
dubu1240		
towe1240		
pawa1255	isolate	initial
paya1236	isolate	
peba1243		
yame1242		
yagu1244	Peba-Yaguan	initial
pele1245	isolate	
haru1245	Piawi	initial
pina1252	Piawi	sibling of haru1245
earl1245		
jord1239		
pidg1248		
pidg1252		
roma1333		
turk1244		
nefa1235		
basq1252		
pidg1259		
pidg1254		
mobi1236		
pidg1246		
hott1234		
duvl1238		
araf1245		
amer1255		
boni1239		
butl1235		
chin1253		
libe1240		
news1234		
papu1254		
quee1234		
samo1307		
solo1261		
sout3227		
eski1266		
west2864		
ewon1240		
pidg1237		
baux1234		
bell1264		
buru1323		
fran1267		
newc1245		
brok1250		
jarg1234		
tayb1240		
joek1234		
pidg1256		
kiau1234		
ww2p1234		
pidg1260		
bari1241		
giba1240		
pidg1249		
pidg1251		
icel1248		
ihab1241		
yoko1234		
pidg1255		
broo1238		
kwom1264		
imun1234		
ioit1234		
tola1236		
hiri1235		
hiri1236		
hiri1237		
pidg1247		
onin1237		
brok1252		
maca1264		
ling1242		
kjac1234	Creoles and Pidgins	initial
russ1267		
taim1252		
haun1238		
pana1311		
roqu1234		
kika1240		
kisi1251		
sett1235		
borg1236		
mari1446		
tepa1234		
hora1238		
ndyu1241		
pidg1257		
yima1235		
yima1244		
yima1245		
yima1246		
fana1235		
pira1253	isolate	initial
nort2967	Pomoan	common ancestor (east2545, sout2982)
east2545	Pomoan	initial
cent2138	Pomoan	initial
nort2966	Pomoan	initial
kash1280	Pomoan	initial
sout2984	Pomoan	common ancestor (east2545, cent2138)
sout2982	Pomoan	initial
puel1244	isolate	initial
puin1248	isolate	initial
pume1238	isolate	initial
puqu1242	isolate	initial
pura1257	isolate	
coro1249		
puri1262		
pyuu1245	isolate	
caja1238	Quechuan	initial
lamb1276	Quechuan	common ancestor (caja1238, chim1302)
clas1251	Quechuan	common ancestor (caja1238, chim1302)
cald1236	Quechuan	common ancestor (caja1238, chim1302)
chim1302	Quechuan	initial
sala1272	Quechuan	common ancestor (caja1238, chim1302)
cana1262	Quechuan	common ancestor (caja1238, chim1302)
inga1252	Quechuan	initial
napo1242	Quechuan	common ancestor (caja1238, chim1302)
nort2973	Quechuan	common ancestor (caja1238, chim1302)
sout2990	Quechuan	common ancestor (caja1238, chim1302)
tena1240	Quechuan	common ancestor (caja1238, chim1302)
imba1240	Quechuan	initial
loja1235	Quechuan	common ancestor (caja1238, chim1302)
caja1239	Quechuan	common ancestor (caja1238, chim1302)
chiq1249	Quechuan	initial
hual1241	Quechuan	initial
marg1254	Quechuan	common ancestor (caja1238, chim1302)
pana1306	Quechuan	common ancestor (caja1238, chim1302)
nort2979	Quechuan	common ancestor (caja1238, chim1302)
sout2992	Quechuan	common ancestor (caja1238, chim1302)
coro1247	Quechuan	common ancestor (caja1238, chim1302)
sihu1235	Quechuan	common ancestor (caja1238, chim1302)
huam1248	Quechuan	common ancestor (caja1238, chim1302)
huay1240	Quechuan	common ancestor (caja1238, chim1302)
huay1241	Quechuan	common ancestor (caja1238, chim1302)
jauj1238	Quechuan	common ancestor (caja1238, chim1302)
ambo1252	Quechuan	common ancestor (caja1238, chim1302)
nort2980	Quechuan	initial
yana1272	Quechuan	common ancestor (caja1238, chim1302)
chin1483	Quechuan	common ancestor (caja1238, chim1302)
yauy1235	Quechuan	common ancestor (caja1238, chim1302)
paca1245	Quechuan	common ancestor (caja1238, chim1302)
areq1237	Quechuan	common ancestor (caja1238, chim1302)
ayac1239	Quechuan	initial
nort2976	Quechuan	common ancestor (caja1238, chim1302)
sant1432	Quechuan	common ancestor (caja1238, chim1302)
sout2991	Quechuan	initial
cusc1236	Quechuan	initial
east2551	Quechuan	common ancestor (caja1238, chim1302)
puno1238	Quechuan	common ancestor (caja1238, chim1302)
chac1250	Quechuan	common ancestor (caja1238, chim1302)
sanm1289	Quechuan	common ancestor (caja1238, chim1302)
rama1271	isolate	
abuu1241		
goro1261		
aiom1240		
anor1241		
bana1292	Rao	sibling of raoo1244
akru1241		
brer1240		
romk1240		
inap1241		
igan1243		
komi1271		
anda1284		
tang1356		
kang1291		
tang1355		
kire1240	Ruboni	initial
arua1260	Ruboni	initial
sepe1240	Ruboni	common ancestor (kire1240, arua1260)
bore1247		
awar1249		
bosn1248		
kaia1245	Lower Ramu	initial
wata1253	Lower Ramu	initial
raoo1244	Rao	initial
tago1246	Rashad	common ancestor (orig1235, tega1236)
tega1236	Rashad	initial
nezp1238	Sahaptian	initial
wall1238	Sahaptian	common ancestor (nezp1238, yaki1237)
yaki1237	Sahaptian	initial
teni1238	Sahaptian	common ancestor (nezp1238, yaki1237)
umat1237	Sahaptian	initial
bert1249	Eastern Saharan	sibling of zagh1240
zagh1240	Eastern Saharan	initial
kane1243	Western Saharan	initial
tarj1235	Western Saharan	common ancestor (kane1243, cent2050)
tuma1248	Western Saharan	common ancestor (kane1243, cent2050)
cent2050	Western Saharan	initial
bilm1238	Western Saharan	common ancestor (kane1243, cent2050)
mang1399	Western Saharan	common ancestor (kane1243, cent2050)
daza1242	Western Saharan	common ancestor (kane1243, tebu1238)
teda1241	Western Saharan	common ancestor (kane1243, tebu1238)
sali1253	isolate	initial
bell1243	Bella Coola	initial
lush1252	Central Salish	initial
sout2965	Central Salish	initial
como1259	Central Salish	initial
pent1242	Central Salish	common ancestor (lush1252, como1259)
sech1246	Central Salish	common ancestor (lush1252, como1259)
halk1245	Central Salish	initial
nook1247	Central Salish	common ancestor (lush1252, como1259)
squa1248	Central Salish	initial
clal1241	Central Salish	initial
stra1244	Central Salish	initial
twan1247	Central Salish	initial
till1254	Tillamook	initial
lowe1427		
quin1251		
cowl1242	Tsamosan	sibling of uppe1439
uppe1439	Tsamosan	initial
lill1248	Interior Salish	initial
shus1248	Interior Salish	initial
thom1243	Interior Salish	initial
coeu1236	Interior Salish	initial
colu1241	Interior Salish	initial
kali1308	Interior Salish	initial
spok1245	Interior Salish	initial
okan1243	Interior Salish	initial
maco1239	Maco-Piaroa	sibling of piar1243
piar1243	Maco-Piaroa	initial
sali1298	Sáliba	initial
sand1273	isolate	initial
sape1238	isolate	
saus1247	isolate	
savo1255	isolate	initial
sech1236	isolate	
ango1254	Senagi	initial
dera1245	Senagi	initial
demt1241		
nafr1241	Sentanic	common ancestor (nucl1632, tabl1243)
nucl1632	Sentanic	initial
tabl1243	Sentanic	initial
abau1245	Abau	initial
amal1242	Abau	sibling of abau1245
iwam1256	Iwamic	initial
sepi1255	Iwamic	sibling of iwam1256
chen1259	Wogamusin-Chenapian	sibling of woga1249
woga1249	Wogamusin-Chenapian	initial
kwan1278		
mend1268		
kwom1262	Nukuma	initial
awtu1239	Ram	initial
kara1495		
pouy1238		
yess1239	Tama Sepik	initial
ayip1235	Tama Sepik	common ancestor (yess1239, mehe1243)
kalo1262	Tama Sepik	common ancestor (yess1239, mehe1243)
pasi1259	Tama Sepik	common ancestor (yess1239, mehe1243)
mehe1243	Tama Sepik	initial
pahi1246	Tama Sepik	common ancestor (yess1239, mehe1243)
bahi1254	Sepik Hill	initial
beri1253	Sepik Hill	common ancestor (bahi1254, kapr1245)
nigi1241	Sepik Hill	common ancestor (bahi1254, kapr1245)
wagu1234	Sepik Hill	common ancestor (bahi1254, kapr1245)
bisi1244	Sepik Hill	common ancestor (bahi1254, kapr1245)
kapr1245	Sepik Hill	initial
wata1251	Sepik Hill	common ancestor (bahi1254, kapr1245)
mari1432	Sepik Hill	common ancestor (bahi1254, kapr1245)
suma1269	Sepik Hill	common ancestor (bahi1254, kapr1245)
alam1246	Sepik Hill	initial
kani1285	Sepik Hill	common ancestor (bahi1254, alam1246)
hewa1241	Sepik Hill	common ancestor (bahi1254, alam1246)
niks1238	Sepik Hill	common ancestor (bahi1254, alam1246)
piam1243	Sepik Hill	common ancestor (bahi1254, alam1246)
sani1270	Sepik Hill	common ancestor (bahi1254, alam1246)
akkk1240	Yellow River	sibling of nami1256
awun1245	Yellow River	sibling of nami1256
nami1256	Yellow River	initial
seri1257	isolate	initial
shab1252	isolate	initial
kono1241		
okwa1235	Shasta	sibling of shas1239
shas1239	Shasta	initial
newr1237		
shom1245	isolate	initial
siam1242	isolate	initial
arme1259		
aust1253		
mona1241		
plai1235	Sign Languages	initial
afgh1239		
alba1271		
egyp1238		
kuwa1252		
iraq1246		
jord1238	Sign Languages	initial
liby1235		
saud1238		
yeme1237		
arge1236	Sign Languages	initial
bama1249		
aust1271	Sign Languages	initial
papu1255		
brit1235	Sign Languages	initial
newz1236	Sign Languages	initial
mari1381		
leso1234		
nami1249		
sout1404		
camb1244		
chil1264		
para1318		
urug1238		
hano1243		
hoch1237		
chin1283	Sign Languages	initial
hong1241	Sign Languages	initial
germ1281	Sign Languages	initial
isra1236	Sign Languages	initial
swis1240		
douz1234		
guat1249		
haus1246		
indi1237	Sign Languages	initial
paki1242	Sign Languages	initial
nepa1250		
isya1234		
isya1235		
japa1238	Sign Languages	initial
kore1273	Sign Languages	initial
taiw1241	Sign Languages	initial
keny1241	Sign Languages	initial
kurd1260		
lang1335		
alge1235		
amer1248	Sign Languages	initial
hait1245		
jama1263		
trin1277		
burk1234		
chir1296		
cost1249		
hond1239		
pana1308		
domi1236		
ethi1238		
gamb1259		
ghan1235		
guin1250		
indo1291		
yogy1234		
mala1412		
sela1253		
moro1242		
chad1238		
nige1240		
phil1239		
puer1237		
queb1245	Sign Languages	initial
sier1246		
thai1240	Sign Languages	initial
rwan1246		
ugan1238	Sign Languages	initial
boli1236		
colo1249		
ecua1243		
inma1234		
peru1235		
aust1252		
braz1236	Sign Languages	initial
cata1241		
vale1251		
bulg1240		
czec1253		
hung1263		
roma1324		
slov1263		
lang1248		
vlaa1235	Sign Languages	initial
dutc1253	Sign Languages	initial
fren1243	Sign Languages	initial
gree1271	Sign Languages	initial
hawa1235		
iris1235	Sign Languages	initial
ital1275	Sign Languages	initial
swis1235		
tuni1249		
latv1245		
mexi1237		
poli1259		
swis1241		
dani1246		
icel1236	Sign Languages	initial
mada1271		
norw1255	Sign Languages	initial
croa1242		
yugo1238		
mala1549		
malt1238		
maur1240		
moza1235		
mand1477		
yang1309		
nica1238		
haip1238		
chia1237		
oldb1247		
pena1248		
pers1244		
esto1238		
geor1254		
lith1236		
mold1243		
mong1264		
russ1255	Sign Languages	initial
ukra1235		
salv1237		
span1263	Sign Languages	initial
vene1237		
sril1237		
finl1235		
finn1310	Sign Languages	initial
port1277	Sign Languages	initial
swed1236	Sign Languages	initial
tanz1238	Sign Languages	initial
tibe1277		
turk1288	Sign Languages	initial
cuba1235		
guya1253		
zamb1239		
zimb1247		
berb1261		
inte1259	Sign Languages	initial
adam1238	Sign Languages	initial
alba1273		
alip1234		
alsa1242		
amam1247		
anga1315		
arab1399		
bank1251		
beng1239	Sign Languages	initial
brib1244		
brun1247		
bura1295		
cena1234		
cent2319		
chat1269		
dadh1234		
doue1234		
einm1234		
enga1253		
extr1248		
fnqi1234		
fren1280		
ghan1245		
ghar1240		
guin1260		
ibok1234		
inui1247		
jama1256		
jhan1234		
juml1239		
kafr1234		
kail1256		
kaja1257		
kere1299		
lang1336		
ling1271		
ling1272		
ling1273		
macu1262		
maga1273		
mara1418		
mard1245		
mart1251		
maun1242		
mave1234		
maxa1248		
mbou1245		
meem1235		
yuca1236		
mehe1245		
miri1273		
miya1268		
mofu1251		
moun1255		
nana1261		
neba1243		
nuev1238		
oldk1238		
orig1234		
papi1256		
oldc1248		
prov1243		
qahv1234		
saot1241		
seyc1234		
sina1273		
sivi1235		
solo1262		
sout3305		
tebu1240		
tere1282		
urub1243	Sign Languages	initial
wani1243		
yoln1234		
yoru1246		
zina1239		
dakp1242	Bodic	common ancestor (lada1244, guru1261)
dzal1238	Bodic	common ancestor (lada1244, guru1261)
clas1254	Bodic	common ancestor (lada1244, kyer1238)
chan1309	Bodic	common ancestor (lada1244, balt1258)
lada1244	Bodic	initial
zang1248	Bodic	common ancestor (lada1244, balt1258)
balt1258	Bodic	initial
puri1258	Bodic	initial
dolp1239	Bodic	common ancestor (lada1244, kyer1238)
tich1238	Bodic	common ancestor (lada1244, kyer1238)
huml1238	Bodic	common ancestor (lada1244, kyer1238)
kyer1238	Bodic	initial
nubr1241	Bodic	common ancestor (lada1244, kyer1238)
tsum1240	Bodic	common ancestor (lada1244, kyer1238)
hela1238	Bodic	common ancestor (lada1244, kyer1238)
kaga1252	Bodic	common ancestor (lada1244, kyer1238)
lhom1239	Bodic	initial
lowa1242	Bodic	initial
mugo1238	Bodic	common ancestor (lada1244, kyer1238)
jire1238	Bodic	common ancestor (lada1244, kyer1238)
naab1241	Bodic	common ancestor (lada1244, kyer1238)
sher1255	Bodic	initial
walu1241	Bodic	common ancestor (lada1244, kyer1238)
tibe1272	Bodic	initial
baim1244	Bodic	common ancestor (lada1244, kyer1238)
chon1285	Bodic	common ancestor (lada1244, kyer1238)
hbru1241	Bodic	common ancestor (lada1244, kyer1238)
zhon1235	Bodic	common ancestor (lada1244, kyer1238)
kham1282	Bodic	initial
sder1236	Bodic	common ancestor (lada1244, kyer1238)
bhot1235	Bodic	common ancestor (lada1244, kyer1238)
jadd1243	Bodic	initial
spit1240	Bodic	initial
stod1241	Bodic	initial
brok1248	Bodic	common ancestor (lada1244, kyer1238)
brok1249	Bodic	common ancestor (lada1244, kyer1238)
choc1275	Bodic	common ancestor (lada1244, kyer1238)
grom1238	Bodic	common ancestor (lada1244, kyer1238)
dzon1239	Bodic	common ancestor (lada1244, kyer1238)
laya1253	Bodic	common ancestor (lada1244, kyer1238)
luna1243	Bodic	common ancestor (lada1244, kyer1238)
sikk1242	Bodic	initial
lakh1240	Bodic	common ancestor (lada1244, kyer1238)
kham1283	Bodic	common ancestor (lada1244, kyer1238)
amdo1237	Bodic	initial
dong1304	Bodic	common ancestor (lada1244, kyer1238)
gser1236	Bodic	common ancestor (lada1244, kyer1238)
bumt1240	Bodic	common ancestor (lada1244, guru1261)
khen1241	Bodic	common ancestor (lada1244, guru1261)
kurt1248	Bodic	common ancestor (lada1244, guru1261)
chal1267	Bodic	common ancestor (lada1244, guru1261)
nyen1254	Bodic	common ancestor (lada1244, guru1261)
basu1243	Bodic	common ancestor (lada1244, guru1261)
song1316	Bodic	common ancestor (lada1244, guru1261)
kuta1241	Bodic	common ancestor (lada1244, guru1261)
nort2709	Bodic	common ancestor (lada1244, guru1261)
sout2715	Bodic	common ancestor (lada1244, guru1261)
east2346	Bodic	common ancestor (lada1244, guru1261)
guru1261	Bodic	initial
mana1288	Bodic	initial
narp1239	Bodic	initial
chan1310	Bodic	initial
thak1245	Bodic	initial
east2347	Bodic	common ancestor (lada1244, guru1261)
west2415	Bodic	common ancestor (lada1244, guru1261)
seke1240	Bodic	initial
kaik1246	Bodic	common ancestor (lada1244, guru1261)
gahr1239	Bodic	initial
rong1264	Bodic	initial
suna1241	Bodic	common ancestor (lada1244, guru1261)
chau1259	Bodic	initial
byan1241	Bodic	initial
darm1243	Bodic	initial
zhan1239	Bodic	common ancestor (lada1244, guru1261)
rang1266	Bodic	initial
chit1279	Bodic	common ancestor (lada1244, guru1261)
kana1283	Bodic	initial
kinn1249	Bodic	initial
jang1254	Bodic	common ancestor (lada1244, guru1261)
shum1243	Bodic	common ancestor (lada1244, guru1261)
patt1248	Bodic	initial
tina1246	Bodic	initial
kala1376	Bodic	common ancestor (lada1244, guru1261)
tsha1245	Bodic	initial
dima1251	Brahmaputran	initial
kokb1239	Brahmaputran	initial
rian1262	Brahmaputran	common ancestor (dima1251, kokb1239)
tipp1239	Brahmaputran	common ancestor (dima1251, kokb1239)
usui1238	Brahmaputran	common ancestor (dima1251, kokb1239)
bodo1269	Brahmaputran	initial
kach1279	Brahmaputran	initial
tiwa1253	Brahmaputran	common ancestor (dima1251, bodo1269)
deor1238	Brahmaputran	initial
garo1247	Brahmaputran	initial
aton1241	Brahmaputran	common ancestor (dima1251, deor1238)
koch1250	Brahmaputran	common ancestor (dima1251, deor1238)
rabh1238	Brahmaputran	common ancestor (dima1251, deor1238)
ruga1238	Brahmaputran	common ancestor (dima1251, deor1238)
kach1280	Brahmaputran	initial
sing1264	Brahmaputran	common ancestor (dima1251, kach1280)
chak1270	Brahmaputran	common ancestor (dima1251, kach1280)
andr1246	Brahmaputran	common ancestor (dima1251, kach1280)
seng1275	Brahmaputran	common ancestor (dima1251, kach1280)
phay1241	Brahmaputran	common ancestor (dima1251, kach1280)
kado1242	Brahmaputran	common ancestor (dima1251, kach1280)
burm1262	Brahmaputran	common ancestor (dima1251, kach1280)
tama1328	Brahmaputran	common ancestor (dima1251, kach1280)
chan1313	Brahmaputran	initial
khia1236	Brahmaputran	common ancestor (dima1251, kach1280)
lein1237	Brahmaputran	common ancestor (dima1251, kach1280)
maky1235	Brahmaputran	common ancestor (dima1251, kach1280)
kony1248	Brahmaputran	common ancestor (dima1251, kach1280)
phom1236	Brahmaputran	common ancestor (dima1251, kach1280)
wanc1238	Brahmaputran	common ancestor (dima1251, kach1280)
noct1238	Brahmaputran	initial
mukl1234	Brahmaputran	common ancestor (dima1251, kach1280)
nahe1238	Brahmaputran	common ancestor (dima1251, kach1280)
pont1258	Brahmaputran	common ancestor (dima1251, kach1280)
tase1235	Brahmaputran	common ancestor (dima1251, kach1280)
tikh1243	Brahmaputran	common ancestor (dima1251, kach1280)
tuts1235	Brahmaputran	initial
chai1254	Brahmaputran	common ancestor (dima1251, kach1280)
hpon1238	Burmese-Lolo	common ancestor (maru1249, acha1249)
chas1234	Burmese-Lolo	common ancestor (maru1249, acha1249)
lash1243	Burmese-Lolo	common ancestor (maru1249, acha1249)
maru1249	Burmese-Lolo	initial
pela1242	Burmese-Lolo	common ancestor (maru1249, acha1249)
zaiw1241	Burmese-Lolo	common ancestor (maru1249, acha1249)
acha1249	Burmese-Lolo	initial
lian1258	Burmese-Lolo	common ancestor (maru1249, acha1249)
luxi1238	Burmese-Lolo	common ancestor (maru1249, acha1249)
ngoc1235	Burmese-Lolo	common ancestor (maru1249, acha1249)
inth1238	Burmese-Lolo	common ancestor (maru1249, acha1249)
marm1234	Burmese-Lolo	initial
rakh1245	Burmese-Lolo	common ancestor (maru1249, acha1249)
nucl1310	Burmese-Lolo	initial
oldb1235	Burmese-Lolo	common ancestor (maru1249, acha1249)
tavo1242	Burmese-Lolo	common ancestor (maru1249, acha1249)
taun1248	Burmese-Lolo	common ancestor (maru1249, acha1249)
bisu1244	Burmese-Lolo	common ancestor (maru1249, bisu1246)
laom1237	Burmese-Lolo	common ancestor (maru1249, bisu1246)
pyen1239	Burmese-Lolo	common ancestor (maru1249, bisu1246)
coon1239	Burmese-Lolo	common ancestor (maru1249, bisu1246)
phun1245	Burmese-Lolo	common ancestor (maru1249, bisu1246)
sang1320	Burmese-Lolo	common ancestor (maru1249, bisu1246)
bant1298	Burmese-Lolo	common ancestor (maru1249, bisu1246)
cauh1234	Burmese-Lolo	common ancestor (maru1249, bisu1246)
biyo1243	Burmese-Lolo	common ancestor (maru1249, bisu1246)
enuu1235	Burmese-Lolo	common ancestor (maru1249, bisu1246)
kadu1253	Burmese-Lolo	common ancestor (maru1249, bisu1246)
